song_id,quadrant,valence,arousal,mood_all,mood_all_weights,genre,genre_weights,theme,theme_weights,style,style_weights,top_k_mood,top_k_genre,top_k_theme,top_k_style,theme_label
MT0009729892,Q1,0.5875,0.58,"Carefree,Confident,Energetic,Exuberant,Fiery,Freewheeling,Nocturnal,Playful,Sensual,Sophisticated","4,4,5,5,6,6,7,7,7,7",Jazz,9,"Hanging Out,Late Night,Small Gathering","7,7,8",Hard Bop,9,"nocturnal,playful,sensual,sophisticated",jazz,small gathering,hard bop,T2
MT0009740290,Q4,0.756875,0.446875,"Amiable/Good-Natured,Bright,Carefree,Confident,Dignified/Noble,Earnest,Intimate,Joyous,Laid-Back/Mellow,Light,Literate,Positive,Reflective,Relaxed,Rustic,Sentimental,Smooth,Uplifting,Warm","5,5,5,5,5,5,6,6,7,7,7,7,7,7,8,8,8,9,9","Country,Pop/Rock","5,7","Hanging Out,Happiness,Sunday Afternoon","6,8,9","Contemporary Country,Contemporary Singer/Songwriter","6,9","uplifting,warm",pop/rock,sunday afternoon,contemporary singer/songwriter,T4
MT0009741760,Q4,0.7825,0.39875,"Amiable/Good-Natured,Earnest,Innocent,Laid-Back/Mellow,Nostalgic,Optimistic,Reflective,Sentimental,Soothing,Sweet,Thoughtful,Warm,Wintry","7,7,7,7,7,7,8,8,8,8,8,8,9","Holiday,Pop/Rock","9,9","Christmas Party,Comfort,Hanging Out,Holidays,Winter","7,8,8,8,9","Christmas,Roots Rock","9,9",wintry,"holiday,pop/rock",winter,"christmas,roots rock",T4
MT0009741774,Q4,0.75625,0.3325,"Amiable/Good-Natured,Cheerful,Delicate,Earnest,Elegant,Gentle,Happy,Intimate,Joyous,Precious,Reflective,Romantic,Sentimental,Smooth,Soothing,Sweet,Uplifting,Warm,Wistful","4,4,4,5,6,6,6,6,7,7,7,7,7,8,8,9,9,9,9","Holiday,Jazz,Vocal","5,9,9","Christmas Party,Family Gatherings,Holidays","9,9,9","Christmas,Traditional Pop,Vocal Jazz","5,9,9","sweet,uplifting,warm,wistful","jazz,vocal","christmas party,family gatherings,holidays","traditional pop,vocal jazz",T4
MT0009769816,Q4,0.704375,0.2425,"Atmospheric,Autumnal,Calm/Peaceful,Delicate,Earnest,Gentle,Intimate,Laid-Back/Mellow,Melancholy,Organic,Plaintive,Reflective,Reserved,Sentimental,Thoughtful,Warm,Wistful,Yearning","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7","Folk,Pop/Rock","6,9","Autumn,Comfort,Feeling Blue,Introspection,Long Walk,Rainy Day,Reflection,Solitude,Sunday Afternoon","7,7,7,7,7,7,7,7,7","Alternative Singer/Songwriter,Alternative/Indie Rock,British Folk-Rock,Progressive Folk","6,8,8,9","atmospheric,autumnal,calm/peaceful,delicate,earnest,gentle,intimate,laid-back/mellow,melancholy,organic,plaintive,reflective,reserved,sentimental,thoughtful,warm,wistful,yearning",pop/rock,"autumn,comfort,feeling blue,introspection,long walk,rainy day,reflection,solitude,sunday afternoon",progressive folk,"T4,T5"
MT0009781899,Q3,0.311875,0.3143749999999999,"Bittersweet,Dramatic,Earnest,Earthy,Intimate,Melancholy,Plaintive,Reflective,Restrained,Rustic,Sentimental,Street-Smart,Weary,Yearning","6,6,7,7,7,8,8,8,8,9,9,9,9,9",Country,9,"Breakup,Goodbyes,Heartache,In Love,Loneliness,Loss/Grief,Reflection,Regret,Relationships","5,5,5,5,5,5,9,9,9","Contemporary Country,Neo-Traditionalist Country","5,9","rustic,sentimental,street-smart,weary,yearning",country,"reflection,regret,relationships",neo-traditionalist country,"T1,T5"
MT0009795009,Q4,0.63125,0.335625,"Atmospheric,Autumnal,Bittersweet,Circular,Delicate,Dramatic,Dreamy,Elegant,Ethereal,Hypnotic,Intimate,Light,Lush,Pastoral,Precious,Refined,Reflective,Reserved,Restrained,Romantic,Rousing,Sentimental,Smooth,Sophisticated,Sparkling,Stylish,Wistful,Yearning","5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,8","Holiday,International,New Age,Pop/Rock","7,9,9,9","Affection/Fondness,Affirmation,Heartache,Introspection,Long Walk,Reflection,Solitude,Sunday Afternoon,Sweet Dreams,Winter","5,5,6,6,6,7,7,7,7,8","Adult Alternative,Adult Alternative Pop/Rock,Alternative/Indie Rock,Celtic,Celtic New Age,Celtic Pop,Christmas,Contemporary Celtic,Contemporary Instrumental,Ethnic Fusion,Holidays","5,6,7,7,8,9,9,9,9,9,9",yearning,"international,new age,pop/rock",winter,"celtic pop,christmas,contemporary celtic,contemporary instrumental,ethnic fusion,holidays",T4
MT0009800907,Q2,0.316875,0.575,"Aggressive,Angry,Angst-Ridden,Bitter,Bleak,Brooding,Cathartic,Confrontational,Eerie,Fierce,Gloomy,Harsh,Hypnotic,Intense,Melancholy,Nihilistic,Reflective,Somber,Tense/Anxious,Visceral","4,5,5,5,6,6,6,6,6,7,7,7,7,7,8,8,8,8,9,9",Pop/Rock,9,"Cool & Cocky,Drinking,Guys Night Out,Late Night","9,9,9,9","Alternative Metal,Hard Rock,Heavy Metal,Industrial Metal","4,5,6,9","tense/anxious,visceral",pop/rock,"cool & cocky,drinking,guys night out,late night",industrial metal,"T2,T5"
MT0009844833,Q1,0.765,0.595,"Cheerful,Flowing,Lively,Pulsing,Strong","5,5,5,5,5",Pop/Rock,5,"Awareness,Destiny,Relationships,Starting Out,Wisdom,World View","5,5,5,5,5,5",Adult Contemporary,5,"cheerful,flowing,lively,pulsing,strong",pop/rock,"awareness,destiny,relationships,starting out,wisdom,world view",adult contemporary,"T1,T3"
MT0009845270,Q1,0.805625,0.57875,"Carefree,Cheerful,Lively,Positive","5,5,5,5",Latin,7,"In Love,Poetry,Relationships","5,5,7","Cuban Traditions,Latin Pop","5,7","carefree,cheerful,lively,positive",latin,relationships,latin pop,T1
MT0009845271,Q1,0.805625,0.57875,"Carefree,Cheerful,Lively,Positive","5,5,5,5","International,Latin","5,5","In Love,Relationships","5,5","Dominican Traditions,Merengue","5,5","carefree,cheerful,lively,positive","international,latin","in love,relationships","dominican traditions,merengue","T1,T6"
MT0009845275,Q1,0.82125,0.5625,"Carefree,Cheerful,Lively,Positive","5,5,5,5","International,Latin","5,5","Joy,Lifecycle,Pain","5,5,5",Cuban Traditions,5,"carefree,cheerful,lively,positive","international,latin","joy,lifecycle,pain",cuban traditions,"T1,T3"
MT0009845276,Q1,0.82125,0.5625,"Carefree,Cheerful,Lively,Positive","5,5,5,5","Easy Listening,International,Latin","5,5,5","Family,Relationships","5,5","Bossa Nova,Brazilian Traditions","5,5","carefree,cheerful,lively,positive","easy listening,international,latin","family,relationships","bossa nova,brazilian traditions","T1,T3"
MT0009872131,Q2,0.30625,0.5225,"Aggressive,Energetic,Greasy,Gutsy,Intense,Raucous,Reckless,Rowdy,Tense/Anxious,Uncompromising,Volatile","7,7,7,7,7,7,8,8,8,8,8",Pop/Rock,9,Guys Night Out,7,"Alternative Metal,Hard Rock,Heavy Metal,Sludge Metal,Stoner Metal","5,7,7,9,9","reckless,rowdy,tense/anxious,uncompromising,volatile",pop/rock,guys night out,"sludge metal,stoner metal",T2
MT0009897495,Q1,0.805625,0.57875,"Carefree,Cheerful,Jovial,Lively,Positive","5,5,5,5,5","Country,Pop/Rock","5,5","Awareness,Feeling Blue,Lying,Pain,Wisdom","5,5,5,5,5","Adult Contemporary,Contemporary Pop/Rock,Honky Tonk,Skiffle","5,5,5,5","carefree,cheerful,jovial,lively,positive","country,pop/rock","awareness,feeling blue,lying,pain,wisdom","adult contemporary,contemporary pop/rock,honky tonk,skiffle","T1,T3,T5"
MT0009904717,Q1,0.68375,0.54,"Boisterous,Bright,Confident,Energetic,Exciting,Exuberant,Fun,Giddy,Passionate,Playful,Slick,Sparkling,Swaggering,Sweet,Warm,Yearning","7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9","Pop/Rock,R&B","7,9","Girls Night Out,In Love,Seduction,Sex","9,9,9,9","Pop,Urban","7,9","playful,slick,sparkling,swaggering,sweet,warm,yearning",r&b,"girls night out,in love,seduction,sex",urban,"T2,T6"
MT0009908994,Q2,0.3375,0.56375,"Angry,Bleak,Confrontational,Fierce,Harsh,Hostile,Intense,Menacing,Ominous,Outrageous,Rousing,Suffocating,Unsettling,Urgent,Volatile","5,6,7,7,7,7,8,8,8,9,9,9,9,9,9",Pop/Rock,9,"Hanging Out,Late Night","9,9","Death Metal,Heavy Metal","9,9","outrageous,rousing,suffocating,unsettling,urgent,volatile",pop/rock,"hanging out,late night","death metal,heavy metal","T2,T5"
MT0009968194,Q1,0.826875,0.5725,"Gentle,Happy,Humorous,Rousing","7,7,7,7",Country,7,"Celebration,Mischievous","7,7",Country-Pop,7,"gentle,happy,humorous,rousing",country,"celebration,mischievous",country-pop,"T2,T4"
MT0009976471,Q1,0.80625,0.61125,"Amiable/Good-Natured,Carefree,Celebratory,Cheerful,Energetic,Exuberant,Fiery,Freewheeling,Fun,Happy,Joyous,Lively,Passionate,Playful,Romantic,Sensual,Sentimental,Spicy,Summery,Sweet","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9","Electronic,Latin,Pop/Rock","8,9,9","Celebration,Club,Exercise/Workout,Girls Night Out,Motivation,Partying,Summer,TGIF","7,7,8,8,8,8,8,9","Adult Contemporary,Club/Dance,Dance-Pop,Latin Pop","8,9,9,9",sweet,"latin,pop/rock",tgif,"club/dance,dance-pop,latin pop",T2
MT0009991160,Q4,0.724375,0.435,"Amiable/Good-Natured,Carefree,Cheerful,Earnest,Earthy,Fun,Playful,Reverent,Rollicking,Spiritual,Sweet","5,5,5,5,5,5,5,5,5,7,7","Children's,New Age,Religious","7,7,9","Affection/Fondness,Affirmation,Hanging Out,Playful","5,5,7,7","Children's Folk,Contemporary Gospel,Country Gospel,Gospel,Inspirational,Sing-Alongs","7,7,7,7,7,9","spiritual,sweet",religious,"hanging out,playful",sing-alongs,T2
MT0009996318,Q3,0.32875,0.31125,"Angst-Ridden,Bitter,Bleak,Brittle,Brooding,Dramatic,Elegant,Gloomy,Lush,Melancholy,Poignant,Refined,Sad,Searching,Soft/Quiet,Sophisticated,Stylish,Weary","7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9","Jazz,Vocal","9,9","Feeling Blue,Heartache,Introspection,Late Night,Long Walk,Regret","7,9,9,9,9,9","Standards,Torch Songs,Traditional Pop,Vocal Jazz,Vocal Pop","7,8,8,9,9","sophisticated,stylish,weary","jazz,vocal","heartache,introspection,late night,long walk,regret","vocal jazz,vocal pop",T5
MT0009996319,Q3,0.32875,0.31125,"Angst-Ridden,Bitter,Bleak,Brittle,Brooding,Dramatic,Elegant,Gloomy,Lush,Melancholy,Poignant,Refined,Sad,Searching,Soft/Quiet,Sophisticated,Stylish,Weary","7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9","Jazz,Vocal","9,9","Feeling Blue,Heartache,Introspection,Late Night,Long Walk,Regret","7,9,9,9,9,9","Standards,Torch Songs,Traditional Pop,Vocal Jazz,Vocal Pop","7,8,8,9,9","sophisticated,stylish,weary","jazz,vocal","heartache,introspection,late night,long walk,regret","vocal jazz,vocal pop",T5
MT0009996323,Q3,0.32875,0.31125,"Angst-Ridden,Bitter,Bleak,Brittle,Brooding,Dramatic,Elegant,Gloomy,Lush,Melancholy,Poignant,Refined,Sad,Searching,Soft/Quiet,Sophisticated,Stylish,Weary","7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9","Jazz,Vocal","9,9","Feeling Blue,Heartache,Introspection,Late Night,Long Walk,Regret","7,9,9,9,9,9","Standards,Torch Songs,Traditional Pop,Vocal Jazz,Vocal Pop","7,8,8,9,9","sophisticated,stylish,weary","jazz,vocal","heartache,introspection,late night,long walk,regret","vocal jazz,vocal pop",T5
MT0010007878,Q3,0.30625,0.3075,"Detached,Dramatic,Gloomy,Insular,Intimate,Literate,Melancholy,Organic,Plaintive,Poignant,Reflective,Self-Conscious,Theatrical,Weary,Whimsical,Wistful","5,5,6,6,6,6,6,6,7,7,7,7,7,7,8,9",Pop/Rock,9,"Introspection,Reflection,Solitude","9,9,9","Adult Alternative Pop/Rock,Alternative/Indie Rock","9,9",wistful,pop/rock,"introspection,reflection,solitude","adult alternative pop/rock,alternative/indie rock",T5
MT0010007881,Q3,0.33125,0.325,"Bittersweet,Detached,Dramatic,Dreamy,Gentle,Insular,Intimate,Laid-Back/Mellow,Literate,Melancholy,Organic,Plaintive,Poignant,Refined,Reflective,Self-Conscious,Sentimental,Soft/Quiet,Somber,Theatrical,Weary,Whimsical,Wistful","4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,8,8,9,9,9",Pop/Rock,9,"Introspection,Reflection,Solitude","9,9,9","Adult Alternative Pop/Rock,Alternative/Indie Rock","9,9","weary,whimsical,wistful",pop/rock,"introspection,reflection,solitude","adult alternative pop/rock,alternative/indie rock",T5
MT0010007882,Q3,0.28625,0.325,"Autumnal,Brooding,Detached,Dramatic,Dreamy,Gentle,Gloomy,Insular,Intimate,Literate,Melancholy,Organic,Plaintive,Poignant,Refined,Reflective,Searching,Self-Conscious,Sentimental,Soft/Quiet,Somber,Theatrical,Weary,Wistful","4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,8,9,9",Pop/Rock,9,"Autumn,Politics/Society,Reflection,Reminiscing","9,9,9,9","Adult Alternative Pop/Rock,Alternative/Indie Rock","9,9","weary,wistful",pop/rock,"autumn,politics/society,reflection,reminiscing","adult alternative pop/rock,alternative/indie rock","T1,T3,T5"
MT0010049476,Q4,0.68375,0.22375,"Amiable/Good-Natured,Gentle,Innocent,Intimate,Laid-Back/Mellow,Light,Pastoral,Refined,Reflective,Reserved,Romantic,Searching,Sentimental,Smooth,Soft/Quiet,Soothing,Whimsical,Wistful,Yearning","5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,9",Country,10,"Affection/Fondness,In Love,New Love","9,9,9","Contemporary Country,Neo-Traditionalist Country,New Traditionalist","9,9,9",yearning,country,"affection/fondness,in love,new love","contemporary country,neo-traditionalist country,new traditionalist",T6
MT0010054305,Q3,0.33125,0.325,"Detached,Dramatic,Earnest,Earthy,Intimate,Laid-Back/Mellow,Melancholy,Passionate,Plaintive,Poignant,Refined,Reflective,Sentimental,Smooth,Stylish,Theatrical,Warm,Weary,Wistful,Yearning","4,4,4,5,5,5,6,6,6,7,7,7,7,7,8,8,8,9,9,9",Country,9,"Heartache,Reflection,Regret","9,9,9",Contemporary Country,9,"weary,wistful,yearning",country,"heartache,reflection,regret",contemporary country,T5
MT0010065680,Q1,0.6825,0.565,"Boisterous,Celebratory,Comic,Euphoric,Explosive,Hyper,Mighty,Powerful,Rousing,Sensual,Striding,Thrilling","5,5,5,5,5,5,5,5,5,5,5,5",Rap,10,Sex,5,"Pop-Rap,Southern Rap","5,8","boisterous,celebratory,comic,euphoric,explosive,hyper,mighty,powerful,rousing,sensual,striding,thrilling",rap,sex,southern rap,T6
MT0010065686,Q1,0.746875,0.546875,"Carefree,Celebratory,Cheerful,Erotic,Euphoric,Intense,Majestic,Positive,Pulsing,Reflective,Regretful,Reverent,Rousing,Sexy,Striding,Strong,Thrilling","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",Rap,10,"Celebration,Drinking,Partying,Sex","5,5,5,5","Pop-Rap,Southern Rap","5,8","carefree,celebratory,cheerful,erotic,euphoric,intense,majestic,positive,pulsing,reflective,regretful,reverent,rousing,sexy,striding,strong,thrilling",rap,"celebration,drinking,partying,sex",southern rap,"T2,T4,T6"
MT0010083757,Q4,0.69375,0.35125,"Earnest,Earthy,Freewheeling,Gentle,Intimate,Laid-Back/Mellow,Light,Literate,Organic,Refined,Reflective,Relaxed,Rustic,Sensual,Smooth,Street-Smart,Theatrical,Warm,Whimsical,Wistful,Yearning","4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,9","Country,Folk","7,9","Freedom,Relaxation,Reminiscing","9,9,9","Contemporary Folk,Progressive Country","7,9","wistful,yearning",folk,"freedom,relaxation,reminiscing",progressive country,"T1,T2,T4"
MT0010085729,Q1,0.705,0.725,"Aggressive,Brash,Bravado,Celebratory,Dramatic,Energetic,Hedonistic,Provocative,Sexual,Sexy,Slick,Smooth,Street-Smart,Swaggering,Thuggish","7,7,7,7,7,7,7,7,7,7,7,8,8,8,8",Rap,9,"Cool & Cocky,Guys Night Out,Seduction,Sex","7,7,7,7","Dirty South,Gangsta Rap,Hardcore Rap,Southern Rap","7,7,8,9","smooth,street-smart,swaggering,thuggish",rap,"cool & cocky,guys night out,seduction,sex",southern rap,"T2,T6"
MT0010100277,Q2,0.36875,0.575,"Acerbic,Angry,Bitter,Energetic,Fierce,Hungry,Malevolent,Menacing,Nihilistic,Ominous,Organic,Provocative,Reckless,Rousing,Swaggering","3,5,5,6,6,7,7,8,9,9,9,9,9,9,9",Pop/Rock,9,Jealousy,9,"British Invasion,Contemporary Pop/Rock,Early Pop/Rock,Folk-Rock,Psychedelic/Garage,Rock & Roll","5,9,9,9,9,9","nihilistic,ominous,organic,provocative,reckless,rousing,swaggering",pop/rock,jealousy,"contemporary pop/rock,early pop/rock,folk-rock,psychedelic/garage,rock & roll",T5
MT0010100278,Q1,0.72,0.52,"Cheerful,Dramatic,Eccentric,Fun,Happy,Humorous,Ironic,Irreverent,Literate,Nostalgic,Playful,Precious,Quirky,Refined,Sophisticated,Sweet,Theatrical,Warm,Whimsical,Witty","5,6,6,7,7,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"In Love,Playful","7,9","British Psychedelia,Contemporary Pop/Rock,Early Pop/Rock,Psychedelic/Garage","5,5,9,9","irreverent,literate,nostalgic,playful,precious,quirky,refined,sophisticated,sweet,theatrical,warm,whimsical,witty",pop/rock,playful,"early pop/rock,psychedelic/garage",T2
MT0010100279,Q1,0.718125,0.5118750000000001,"Bright,Brittle,Carefree,Cheerful,Eccentric,Elaborate,Gleeful,Humorous,Irreverent,Literate,Lively,Playful,Quirky,Rollicking,Rousing,Stylish,Summery,Whimsical,Witty","5,7,7,7,7,8,8,8,8,8,8,9,9,9,9,9,9,9,9",Pop/Rock,9,"Day Driving,Hanging Out,Mischievous,Playful,Spring,Summer,The Creative Side","7,8,8,9,9,9,9","British Psychedelia,Contemporary Pop/Rock,Early Pop/Rock,Psychedelic/Garage,Rock & Roll","5,9,9,9,9","playful,quirky,rollicking,rousing,stylish,summery,whimsical,witty",pop/rock,"playful,spring,summer,the creative side","contemporary pop/rock,early pop/rock,psychedelic/garage,rock & roll","T2,T6"
MT0010100283,Q3,0.24,0.35125,"Atmospheric,Bittersweet,Dramatic,Dreamy,Elaborate,Elegant,Literate,Melancholy,Plaintive,Poignant,Precious,Refined,Reflective,Reserved,Sad,Searching,Somber,Sophisticated,Theatrical,Whimsical,Wintry,Wistful","5,6,6,6,7,7,7,7,7,8,8,8,8,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Heartache,Loss/Grief,Reflection,Regret","5,9,9,9","British Psychedelia,Contemporary Pop/Rock,Early Pop/Rock,Psychedelic/Garage","5,5,9,9","reserved,sad,searching,somber,sophisticated,theatrical,whimsical,wintry,wistful",pop/rock,"loss/grief,reflection,regret","early pop/rock,psychedelic/garage","T1,T5"
MT0010100285,Q1,0.73,0.58125,"Atmospheric,Brash,Bright,Brittle,Energetic,Lively,Passionate,Playful,Rollicking,Rousing,Sardonic,Searching,Summery,Whimsical,Witty,Wry","5,6,6,7,7,7,7,7,8,9,9,9,9,9,9,9",Pop/Rock,9,Reflection,9,"British Psychedelia,Contemporary Pop/Rock,Early Pop/Rock,Psychedelic/Garage,Rock & Roll","5,5,9,9,9","rousing,sardonic,searching,summery,whimsical,witty,wry",pop/rock,reflection,"early pop/rock,psychedelic/garage,rock & roll",T5
MT0010100428,Q4,0.73,0.35125,"Amiable/Good-Natured,Cheerful,Earnest,Innocent,Precious,Refined,Romantic,Sentimental,Sweet,Warm","6,6,8,8,9,9,9,9,9,9","Pop/Rock,Stage & Screen","5,9",In Love,9,"British Invasion,Cast Recordings,Contemporary Pop/Rock,Early Pop/Rock,Merseybeat,Show Tunes","5,5,9,9,9,9","precious,refined,romantic,sentimental,sweet,warm",stage & screen,in love,"contemporary pop/rock,early pop/rock,merseybeat,show tunes",T6
MT0010161903,Q2,0.33375,0.5874999999999999,"Aggressive,Angst-Ridden,Brash,Cathartic,Confrontational,Dramatic,Fiery,Gutsy,Hungry,Intense,Rebellious,Rousing,Tense/Anxious,Urgent","4,5,5,6,6,7,7,7,7,7,7,8,8,8",Pop/Rock,9,"Drinking,Empowering,Hanging Out,Heartache,Politics/Society,Revolutionary","5,8,8,8,9,9","Alternative Pop/Rock,Alternative/Indie Rock,Punk Revival","7,9,9","rousing,tense/anxious,urgent",pop/rock,"politics/society,revolutionary","alternative/indie rock,punk revival","T2,T3"
MT0010169018,Q1,0.705,0.725,"Brash,Bravado,Confident,Energetic,Hedonistic,Provocative,Sexual,Sexy,Slick,Smooth,Street-Smart,Swaggering","7,7,7,7,7,7,7,7,7,7,7,8",Rap,9,"Guys Night Out,Seduction,Sex","7,7,7","Gangsta Rap,Midwest Rap","5,9",swaggering,rap,"guys night out,seduction,sex",midwest rap,"T2,T6"
MT0010169019,Q1,0.705,0.725,"Brash,Bravado,Confident,Energetic,Hedonistic,Provocative,Sexual,Sexy,Slick,Smooth,Street-Smart,Swaggering","7,7,7,7,7,7,7,7,7,7,7,8",Rap,9,"Guys Night Out,Seduction,Sex","7,7,7","Gangsta Rap,Midwest Rap","5,9",swaggering,rap,"guys night out,seduction,sex",midwest rap,"T2,T6"
MT0010203716,Q4,0.6025,0.40375,"Ambitious,Bittersweet,Confident,Dramatic,Earnest,Elaborate,Poignant,Reverent,Rousing,Spiritual,Urgent,Yearning","7,7,7,7,7,7,7,7,8,8,9,9","International,Reggae","5,9","Politics/Society,The Great Outdoors","6,7","Contemporary Reggae,Jewish Music,Reggae-Pop","5,7,9","urgent,yearning",reggae,the great outdoors,reggae-pop,T2
MT0010236541,Q1,0.840625,0.6481250000000001,"Carefree,Celebratory,Cheerful,Confident,Energetic,Exuberant,Fun,Happy,Joyous,Sensual,Stylish","7,7,7,7,8,8,8,8,8,8,8","Electronic,Pop/Rock","9,9","Partying,Pool Party,Summer,TGIF","7,8,9,9","Club/Dance,Dance-Pop,Euro-Pop,Pop","4,7,9,9","energetic,exuberant,fun,happy,joyous,sensual,stylish","electronic,pop/rock","summer,tgif","euro-pop,pop",T2
MT0010237532,Q3,0.408125,0.4187499999999999,"Ambitious,Clinical,Cold,Complex,Detached,Fractured,Indulgent,Insular,Intimate,Knotty,Literate,Melancholy,Quirky,Reflective,Searching,Sophisticated,Theatrical,Uncompromising","4,4,5,5,5,6,6,6,7,7,7,7,7,7,7,8,9,9","Avant-Garde,Pop/Rock","3,9","Freedom,Introspection,The Creative Side","9,9,9","Alternative/Indie Rock,Experimental Rock,Instrumental Rock,Structured Improvisation","3,5,5,9","theatrical,uncompromising",pop/rock,"freedom,introspection,the creative side",structured improvisation,"T2,T5"
MT0010257371,Q3,0.28125,0.25625,"Delicate,Detached,Earnest,Earthy,Freewheeling,Gentle,Insular,Intimate,Lazy,Literate,Melancholy,Organic,Refined,Reflective,Sentimental,Soft/Quiet,Stylish,Summery,Weary","4,4,4,5,5,5,6,6,6,6,6,7,7,7,8,8,8,9,9",Pop/Rock,9,"Feeling Blue,Heartache,Reflection","9,9,9","Adult Alternative Pop/Rock,Alternative Pop/Rock,Alternative Singer/Songwriter,Alternative/Indie Rock,Celebrity,Singer/Songwriter","5,5,6,7,9,9","summery,weary",pop/rock,"feeling blue,heartache,reflection","celebrity,singer/songwriter",T5
MT0010261588,Q1,0.79,0.54,"Amiable/Good-Natured,Carefree,Celebratory,Cheerful,Energetic,Exuberant,Freewheeling,Fun,Giddy,Gleeful,Happy,Humorous,Playful,Precious,Quirky,Ramshackle,Rollicking,Rousing,Silly,Whimsical","6,6,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Birthday,Family Gatherings,Playful","9,9,9","British Psychedelia,Contemporary Pop/Rock,Psychedelic/Garage","5,5,9","giddy,gleeful,happy,humorous,playful,precious,quirky,ramshackle,rollicking,rousing,silly,whimsical",pop/rock,"birthday,family gatherings,playful",psychedelic/garage,"T0,T2,T4"
MT0010278984,Q4,0.76625,0.255,"Calm/Peaceful,Elegant,Intimate,Passionate,Refined,Romantic,Sensual,Sexy,Slick,Smooth,Soft/Quiet,Stylish,Sweet","7,7,7,7,7,7,7,7,7,7,7,7,9","Pop/Rock,R&B","7,9","In Love,Romantic Evening,Wedding","7,7,7","Contemporary R&B,Pop","7,9",sweet,r&b,"in love,romantic evening,wedding",pop,T6
MT0010290775,Q4,0.6875,0.3325,"Amiable/Good-Natured,Earnest,Earthy,Freewheeling,Gentle,Innocent,Intimate,Literate,Nostalgic,Organic,Precious,Refined,Reflective,Relaxed,Reverent,Rustic,Sentimental,Spiritual,Warm,Weary,Wintry","4,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,8,9,9,9","Country,Holiday","5,9","Christmas Party,Family Gatherings,Holidays","9,9,9","Americana,Christmas,Holidays","5,9,9","warm,weary,wintry",holiday,"christmas party,family gatherings,holidays","christmas,holidays",T4
MT0010290785,Q4,0.6875,0.3325,"Amiable/Good-Natured,Earnest,Earthy,Freewheeling,Gentle,Innocent,Intimate,Literate,Nostalgic,Organic,Precious,Refined,Reflective,Relaxed,Reverent,Rustic,Sentimental,Spiritual,Warm,Weary,Wintry","4,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,8,9,9,9","Country,Holiday","5,9","Christmas Party,Family Gatherings,Holidays","9,9,9","Americana,Christmas,Holidays","5,9,9","warm,weary,wintry",holiday,"christmas party,family gatherings,holidays","christmas,holidays",T4
MT0010290788,Q4,0.6875,0.3325,"Amiable/Good-Natured,Earnest,Earthy,Freewheeling,Gentle,Innocent,Intimate,Literate,Nostalgic,Organic,Precious,Refined,Reflective,Relaxed,Reverent,Rustic,Sentimental,Spiritual,Warm,Weary,Wintry","4,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,8,9,9,9","Country,Holiday","5,9","Christmas Party,Family Gatherings,Holidays","9,9,9","Americana,Christmas,Holidays","5,9,9","warm,weary,wintry",holiday,"christmas party,family gatherings,holidays","christmas,holidays",T4
MT0010305995,Q4,0.6875,0.3325,"Amiable/Good-Natured,Earnest,Earthy,Freewheeling,Gentle,Innocent,Intimate,Literate,Nostalgic,Organic,Precious,Refined,Reflective,Relaxed,Reverent,Rustic,Sentimental,Spiritual,Warm,Weary,Wintry","4,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,8,9,9,9","Country,Holiday","5,9","Christmas Party,Family Gatherings,Holidays","9,9,9","Americana,Christmas,Holidays","5,9,9","warm,weary,wintry",holiday,"christmas party,family gatherings,holidays","christmas,holidays",T4
MT0010310891,Q2,0.30625,0.5875,"Aggressive,Angry,Bleak,Confrontational,Dramatic,Fierce,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Passionate,Provocative,Rebellious,Tense/Anxious,Volatile","4,4,4,5,5,5,6,6,6,6,6,7,7,7,8,9,9",Pop/Rock,6,"Cool & Cocky,Guys Night Out,Politics/Society","9,9,9","Contemporary Pop/Rock,Heavy Metal,Speed/Thrash Metal","5,5,6","tense/anxious,volatile",pop/rock,"cool & cocky,guys night out,politics/society",speed/thrash metal,"T2,T3"
