song_id,quadrant,artist,title,duration,mood,mood_all,mood_all_weights,genre,genre_weights,theme,theme_weights,style,style_weights,arousal,valence,audio_path
MT0010489498,Q1,Gipsy Kings,Mi Vida,232.0,"Cathartic,Fiery,Sexy,Spicy","Bright,Cathartic,Dramatic,Earnest,Fiery,Freewheeling,Passionate,Romantic,Sexy,Spicy,Theatrical,Urgent,Yearning","6,7,7,7,7,7,7,7,8,8,9,9,9","International,Jazz","5,9","Dinner Ambiance,In Love,Romantic Evening,Seduction","7,8,9,9","Contemporary Flamenco,Flamenco,Spanish Folk,Western European Traditions,World Fusion,Worldbeat","5,7,7,8,9,9",0.70375,0.665,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0010489498.mp3
MT0010492983,Q1,Gipsy Kings,"Bem, Bem, Maria",,"Bravado,Bright,Cathartic,Dramatic,Energetic,Fiery,Freewheeling,Lively,Passionate,Rousing,Sexy,Urgent,Yearning","Bravado,Bright,Cathartic,Dramatic,Energetic,Fiery,Freewheeling,Lively,Passionate,Rousing,Sexy,Urgent,Yearning","6,7,7,7,7,7,7,8,8,8,9,9,9","International,Jazz","5,9","Dinner Ambiance,In Love,New Love","8,8,9","Contemporary Flamenco,Flamenco,Spanish Folk,Western European Traditions,World Fusion,Worldbeat","5,7,7,8,9,9",0.620625,0.670625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0010492983.mp3
MT0010498312,Q1,Stan Kenton,How Are Things in Glocca Morra?,148.0,"Exciting,Joyous,Sparkling","Amiable/Good-Natured,Bright,Carefree,Confident,Elegant,Energetic,Exciting,Joyous,Lively,Passionate,Rollicking,Smooth,Sparkling,Summery,Theatrical","5,5,5,5,6,6,6,7,7,8,8,9,9,9,9",Jazz,9,"Celebration,Comfort,Reminiscing,Sunday Afternoon","9,9,9,9","Big Band,Swing","6,9",0.7025,0.80625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0010498312.mp3
MT0010501618,Q1,Tito Puente,Oye Como Va,297.0,"Brassy,Exciting,Joyous,Spicy","Boisterous,Brassy,Bright,Carefree,Celebratory,Cheerful,Confident,Energetic,Exciting,Fun,Joyous,Lively,Playful,Rousing,Smooth,Spicy,Stylish,Sweet,Warm","6,6,6,6,6,7,7,7,7,7,7,7,8,8,9,9,9,9,9","Jazz,Latin","9,9","Celebration,Freedom,Motivation,Partying,Small Gathering,TGIF","7,9,9,9,9,9","Afro-Cuban Jazz,Cuban Traditions,Latin Big Band,Latin Jazz,Mambo,World Fusion","6,6,8,9,9,9",0.70375,0.80625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0010501618.mp3
MT0010502078,Q2,DJ Nabs,I Ain't No Joke,180.0,"Fierce,Humorous,Menacing,Ominous,Rebellious,Somber,Uncompromising","Ambitious,Boisterous,Brash,Bravado,Confident,Confrontational,Energetic,Fierce,Fiery,Humorous,Intense,Literate,Menacing,Ominous,Rebellious,Restrained,Somber,Street-Smart,Swaggering,Uncompromising,Urgent","5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,8,8,8,8,9,9",Rap,9,"Cool & Cocky,Hanging Out,Partying,Revolutionary","5,5,7,8","East Coast Rap,Golden Age,Hardcore Rap","8,9,9",0.55625,0.36875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0010502078.mp3
MT0010502743,Q4,Ray Brown,Bye Bye Blackbird,629.0,"Delicate,Elegant,Gentle,Laid-Back/Mellow,Light,Refined,Relaxed,Reserved,Soothing","Amiable/Good-Natured,Delicate,Elegant,Gentle,Intimate,Laid-Back/Mellow,Light,Refined,Relaxed,Reserved,Smooth,Soothing,Sophisticated,Stylish,Warm","5,6,6,6,7,7,7,7,7,8,8,8,9,9,9","Jazz,Vocal","4,9","At the Office,Background Music,Dinner Ambiance,Relaxation","9,9,9,9","Bop,Mainstream Jazz,Standards","4,5,9",0.26125,0.71,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0010502743.mp3
MT0010506192,Q3,Snooks Eaglin,By the Water,0.0,"Anguished/Distraught,Cold","Anguished/Distraught,Brooding,Cold,Earthy,Intimate,Plaintive,Reflective,Street-Smart,Weary","5,5,6,6,7,7,7,8,9",Blues,8,"Introspection,Long Walk","5,5","Acoustic New Orleans Blues,Regional Blues,Swamp Blues","8,8,8",0.47375,0.22625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0010506192.mp3
MT0010510852,Q1,Benny Goodman,Caldonia,182.0,"Effervescent,Exciting,Humorous,Joyous,Sparkling","Amiable/Good-Natured,Bright,Carefree,Confident,Effervescent,Energetic,Exciting,Exuberant,Fun,Happy,Humorous,Joyous,Lively,Playful,Rousing,Sparkling","4,5,5,6,7,7,7,7,7,8,8,8,8,8,9,9",Jazz,9,"Celebration,Comfort,Reminiscing,Sunday Afternoon","9,9,9,9","Big Band,Swing","9,9",0.621875,0.82875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0010510852.mp3
MT0010524453,Q1,Carole King,Believe in Humanity,199.0,"Confident,Earnest,Fiery,Innocent,Intense,Lively,Organic,Passionate,Romantic","Ambitious,Confident,Earnest,Fiery,Innocent,Intense,Lively,Organic,Passionate,Romantic","7,8,8,8,8,8,8,8,8,9",Pop/Rock,9,"Affirmation,Empowering","8,8","Adult Contemporary,Contemporary Pop/Rock,Singer/Songwriter,Soft Rock","5,5,5,9",0.515,0.69375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0010524453.mp3
MT0010526041,Q2,Evil,Mercyful Fate,671.0,"Angry,Bitter,Bleak,Cathartic,Cerebral,Confrontational,Crunchy,Fierce,Fiery,Gloomy,Gritty,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Ominous,Provocative,Rambunctious,Rebellious,Suffocating,Tense/Anxious,Theatrical,Thuggish,Uncompromising,Visceral,Volatile","Aggressive,Angry,Bitter,Bleak,Cathartic,Cerebral,Confrontational,Crunchy,Dramatic,Earnest,Fierce,Fiery,Gloomy,Gritty,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Ominous,Provocative,Rambunctious,Rebellious,Searching,Suffocating,Tense/Anxious,Theatrical,Thuggish,Uncompromising,Visceral,Volatile","2,3,3,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,9",Pop/Rock,8,"Maverick,Revolutionary,Victory","5,5,5","Hard Rock,Heavy Metal","7,8",0.545,0.3675,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0010526041.mp3
MT0010534904,Q4,Paul McCartney,Singalong Junk,155.0,"Amiable/Good-Natured,Gentle,Intimate,Laid-Back/Mellow,Light,Poignant,Precious,Reflective,Relaxed,Soft/Quiet,Soothing,Sweet,Warm","Amiable/Good-Natured,Gentle,Intimate,Laid-Back/Mellow,Light,Poignant,Precious,Reflective,Relaxed,Soft/Quiet,Soothing,Sweet,Warm","8,8,8,8,9,9,9,9,9,9,9,9,9","Children's,Pop/Rock","7,9","Affection/Fondness,Comfort,Hanging Out,In Love,Reflection,Relaxation,Spring,Summer,Sunday Afternoon,Sweet Dreams","5,6,6,7,7,7,7,9,9,9","Album Rock,Contemporary Pop/Rock,Instrumental Rock,Lullabies,Singer/Songwriter,Soft Rock","5,7,7,9,9,9",0.29375,0.75625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0010534904.mp3
MT0010545132,Q4,Clarence Ashley,The Cuckoo,153.0,"Atmospheric,Austere,Bright,Celebratory,Earthy,Eerie,Fun,Gentle,Organic,Quirky,Rustic,Whimsical,Wry","Atmospheric,Austere,Bright,Celebratory,Earthy,Eerie,Energetic,Fun,Gentle,Intimate,Organic,Playful,Quirky,Rustic,Warm,Whimsical,Wry","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7","Country,Folk,International","5,5,5","Affection/Fondness,Affirmation,Celebration,Early Morning,Feeling Blue,Freedom,Hanging Out,Late Night,Rainy Day,Road Trip,Summer,Sunday Afternoon,TGIF","5,5,5,5,5,5,5,5,5,5,5,5,5","Americana,Appalachian,Country-Folk,North American Traditions,Old-Timey,Traditional Folk","5,5,5,5,5,5",0.425,0.683125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0010545132.mp3
MT0010548963,Q1,ABBA,Love Isn't Easy (But It Sure Is Hard Enough),172.0,"Carefree,Cheerful,Energetic,Happy","Carefree,Cheerful,Energetic,Happy","7,7,7,7",Pop/Rock,7,"Partying,Playful","5,5","Contemporary Pop/Rock,Euro-Pop,Swedish Pop/Rock","5,5,7",0.6131249999999999,0.848125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0010548963.mp3
MT0010551970,Q4,ABBA,I Have a Dream,281.0,"Gentle,Light,Pastoral,Reflective,Soft/Quiet,Sweet","Gentle,Light,Pastoral,Reflective,Soft/Quiet,Sweet","5,5,6,7,7,8",Pop/Rock,9,"Relaxation,Sweet Dreams","5,6","Euro-Pop,Soft Rock,Swedish Pop/Rock","5,7,9",0.284375,0.73,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0010551970.mp3
MT0010552273,Q1,ABBA,Ring Ring,183.0,"Carefree,Cheerful,Energetic,Fun,Happy","Carefree,Cheerful,Energetic,Fun,Happy","7,7,7,7,7",Pop/Rock,9,"Girls Night Out,Partying","5,5","Contemporary Pop/Rock,Euro-Pop,Swedish Pop/Rock","5,5,9",0.63125,0.875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0010552273.mp3
MT0010552303,Q1,Bob Dylan,"If You Gotta Go, Go Now",0.0,"Cynical/Sarcastic,Freewheeling,Fun,Humorous,Irreverent,Literate,Playful,Quirky,Raucous,Rollicking,Rousing,Swaggering,Urgent,Witty,Wry","Cynical/Sarcastic,Freewheeling,Fun,Humorous,Irreverent,Literate,Playful,Quirky,Raucous,Rollicking,Rousing,Swaggering,Urgent,Witty,Wry","9,9,9,9,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Cool & Cocky,Road Trip","9,9","Folk-Rock,Psychedelic/Garage,Rock & Roll,Singer/Songwriter","9,9,9,9",0.58125,0.67875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0010552303.mp3
MT0010554620,Q2,White Zombie,Super-Charger Heaven,,"Aggressive,Boisterous,Bravado,Confident,Crunchy,Druggy,Fierce,Greasy,Gritty,Gutsy,Hedonistic,Intense,Malevolent,Menacing,Raucous,Rousing,Rowdy,Sleazy,Street-Smart,Swaggering,Trashy,Trippy,Visceral","Aggressive,Boisterous,Bravado,Confident,Crunchy,Druggy,Fierce,Greasy,Gritty,Gutsy,Hedonistic,Intense,Malevolent,Menacing,Raucous,Rousing,Rowdy,Sleazy,Street-Smart,Swaggering,Trashy,Trippy,Visceral","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8",Pop/Rock,9,"Cool & Cocky,Drinking,Guys Night Out,Mischievous,Partying","8,8,8,8,8","Alternative Metal,Alternative Pop/Rock,Alternative/Indie Rock,Hard Rock,Heavy Metal","5,9,9,9,9",0.590625,0.308125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0010554620.mp3
MT0010574326,Q1,Dr. John,Over You,138.0,"Celebratory,Cheerful,Fun,Happy,Rollicking","Celebratory,Cheerful,Earthy,Freewheeling,Fun,Happy,Lively,Playful,Rollicking,Rousing,Swaggering","9,9,9,9,9,9,9,9,9,9,9","Pop/Rock,R&B","9,9","Hanging Out,Partying,Playful,TGIF","8,9,9,9","Early R&B,New Orleans R&B,Rock & Roll","9,9,9",0.63125,0.92125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0010574326.mp3
MT0010582452,Q4,The Heptones,Country Boy,230.0,"Carefree,Earthy,Freewheeling,Gritty,Laid-Back/Mellow,Organic,Passionate,Sensual,Smooth,Soothing,Summery,Sweet,Warm","Carefree,Earthy,Freewheeling,Gritty,Laid-Back/Mellow,Organic,Passionate,Sensual,Smooth,Soothing,Summery,Sweet,Warm","5,6,6,6,6,7,7,8,8,9,9,9,9",Reggae,9,Summer,5,"Rocksteady,Roots Reggae","7,9",0.3924999999999999,0.75625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0010582452.mp3
MT0010611876,Q1,Stevie Wonder,"Signed, Sealed, Delivered I'm Yours",159.0,"Celebratory,Cheerful,Energetic,Exciting,Freewheeling,Happy,Joyous,Lively,Passionate,Playful,Summery,Urgent","Celebratory,Cheerful,Energetic,Exciting,Freewheeling,Happy,Joyous,Lively,Passionate,Playful,Summery,Urgent","9,9,9,9,9,9,9,9,9,9,9,9",R&B,9,"At the Beach,Day Driving,Partying,Playful,Summer,TGIF","9,9,9,9,9,9","Motown,Pop-Soul,Soul","9,9,9",0.6375,0.82125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0010611876.mp3
MT0010612023,Q2,Ice Cube,Dirty Mack,274.0,"Aggressive,Angry,Bitter,Brash,Confident,Confrontational,Dramatic,Fierce,Fiery,Gutsy,Harsh,Hostile,Intense,Irreverent,Malevolent,Provocative,Rebellious,Snide,Street-Smart,Swaggering,Tense/Anxious,Uncompromising,Urgent","Aggressive,Angry,Bitter,Brash,Confident,Confrontational,Dramatic,Fierce,Fiery,Gutsy,Harsh,Hostile,Intense,Irreverent,Malevolent,Provocative,Rebellious,Snide,Street-Smart,Swaggering,Tense/Anxious,Uncompromising,Urgent","7,7,7,7,7,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9",Rap,9,"Cool & Cocky,Hanging Out,Mischievous,Politics/Society,Revolutionary","9,9,9,9,9","Gangsta Rap,Golden Age,Hardcore Rap,West Coast Rap","9,9,9,9",0.57875,0.375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0010612023.mp3
MT0010615428,Q2,Company Flow,Info Kill II,228.0,"Angry,Bleak,Eerie,Hostile,Malevolent,Nihilistic,Ominous,Paranoid,Thuggish","Aggressive,Angry,Bleak,Confrontational,Eerie,Fiery,Freewheeling,Hostile,Intense,Laid-Back/Mellow,Malevolent,Menacing,Nihilistic,Ominous,Paranoid,Rebellious,Street-Smart,Swaggering,Thuggish,Visceral","6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9",Rap,9,"Cool & Cocky,Guys Night Out,Scary Music","9,9,9",Underground Rap,9,0.56,0.26875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0010615428.mp3
MT0010616215,Q2,Ice Cube,The Predator,243.0,"Aggressive,Angry,Bitter,Brash,Confident,Confrontational,Dramatic,Fierce,Fiery,Gutsy,Harsh,Hostile,Intense,Irreverent,Malevolent,Menacing,Provocative,Rebellious,Snide,Street-Smart,Swaggering,Tense/Anxious,Thuggish,Uncompromising,Urgent","Aggressive,Angry,Bitter,Brash,Confident,Confrontational,Dramatic,Fierce,Fiery,Gutsy,Harsh,Hostile,Intense,Irreverent,Malevolent,Menacing,Provocative,Rebellious,Snide,Street-Smart,Swaggering,Tense/Anxious,Thuggish,Uncompromising,Urgent","7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9",Rap,9,"Hanging Out,Mischievous,Politics/Society,Revolutionary","9,9,9,9","Gangsta Rap,Golden Age,Hardcore Rap,West Coast Rap","9,9,9,9",0.575,0.371875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0010616215.mp3
MT0010617945,Q1,Elton John,Jack Rabbit,110.0,"Carefree,Cheerful,Lively,Marching,Positive","Carefree,Cheerful,Lively,Marching,Positive","5,5,5,5,5","Country,Electronic,Pop/Rock","10,5,5","Animals,Joy,Motivation","5,5,5","Adult Contemporary,Album Rock,Club/Dance,Contemporary Pop/Rock,Country-Pop,Rock & Roll,Singer/Songwriter,Soft Rock","5,5,5,9,9,9,9,9",0.57875,0.805625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0010617945.mp3
MT0010620026,Q2,Company Flow,Blind,222.0,"Angry,Bleak,Hostile,Malevolent,Ominous,Outraged,Thuggish","Aggressive,Angry,Bleak,Brash,Confrontational,Fiery,Freewheeling,Hostile,Malevolent,Menacing,Ominous,Outraged,Provocative,Rebellious,Street-Smart,Swaggering,Thuggish","6,6,6,6,7,7,7,7,7,7,7,8,8,8,9,9,9",Rap,9,Freedom,9,Underground Rap,9,0.57125,0.27625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0010620026.mp3
MT0010623104,Q2,Ice Cube,Wicked,,"Angry,Bitter,Brash,Confident,Confrontational,Fiery,Harsh,Hostile,Intense,Irreverent,Menacing,Provocative,Rebellious,Rousing,Street-Smart,Swaggering,Tense/Anxious,Thuggish,Uncompromising,Unsettling,Urgent,Volatile","Angry,Bitter,Brash,Confident,Confrontational,Fiery,Harsh,Hostile,Intense,Irreverent,Menacing,Provocative,Rebellious,Rousing,Street-Smart,Swaggering,Tense/Anxious,Thuggish,Uncompromising,Unsettling,Urgent,Volatile","7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9",Rap,9,"Politics/Society,Revolutionary","9,9","Gangsta Rap,Golden Age,Hardcore Rap,West Coast Rap","9,9,9,9",0.54875,0.36875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0010623104.mp3
MT0010624346,Q2,Onyx,Broke Willies,229.0,"Angry,Harsh,Hostile,Thuggish","Aggressive,Angry,Brash,Confrontational,Harsh,Hostile,Menacing,Street-Smart,Thuggish","6,6,7,7,7,8,8,9,9",Rap,9,"Cool & Cocky,Hanging Out","5,5","East Coast Rap,Hardcore Rap","6,9",0.57875,0.1912499999999999,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0010624346.mp3
MT0010630017,Q3,Mark Chesnutt,This Heartache Never Sleeps,228.0,"Anguished/Distraught,Brooding,Detached,Gloomy,Knotty,Self-Conscious,Weary","Anguished/Distraught,Brooding,Detached,Earnest,Earthy,Gloomy,Intimate,Knotty,Melancholy,Plaintive,Reflective,Self-Conscious,Sentimental,Smooth,Warm,Weary","5,5,6,6,7,7,7,7,8,8,8,8,8,9,9,9",Country,9,"Feeling Blue,Heartache,Late Night","9,9,9","Contemporary Country,New Traditionalist","6,9",0.39375,0.28375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0010630017.mp3
MT0010634279,Q4,Kenny G,Innocence,239.0,"Atmospheric,Calm/Peaceful,Dreamy,Ethereal,Light,Melancholy,Nocturnal,Reserved,Sensual,Slick,Soothing,Sparkling","Atmospheric,Calm/Peaceful,Dreamy,Elegant,Ethereal,Gentle,Intimate,Laid-Back/Mellow,Light,Melancholy,Nocturnal,Refined,Relaxed,Reserved,Romantic,Sensual,Sentimental,Slick,Smooth,Soothing,Sophisticated,Sparkling","8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","Easy Listening,Jazz,Pop/Rock","9,9,9","At the Office,Background Music,Dinner Ambiance,Late Night,Relaxation,Romantic Evening,Sunday Afternoon,Sweet Dreams","7,7,7,7,8,8,8,8","Adult Contemporary,Crossover Jazz,Instrumental Pop,Jazz-Pop,Smooth Jazz","3,9,9,9,9",0.3887499999999999,0.68875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0010634279.mp3
MT0010638151,Q4,Jimmy Witherspoon,When I've Been Drinkin',215.0,"Soft/Quiet,Weary","Atmospheric,Earthy,Elegant,Melancholy,Organic,Passionate,Soft/Quiet,Soothing,Warm,Weary,Yearning","5,6,6,7,7,7,7,7,7,7,8","Blues,Jazz","7,9","Feeling Blue,Heartache,Late Night,Long Walk,Rainy Day,Reflection,Regret,Solitude","5,5,5,6,7,8,9,9","Jazz Blues,Urban Blues","7,9",0.2375,0.68375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0010638151.mp3
MT0010662602,Q4,David Arkenstone,Princess,212.0,"Elaborate,Ethereal,Lush,Sparkling,Wintry","Delicate,Dramatic,Elaborate,Elegant,Ethereal,Hypnotic,Lush,Melancholy,Nocturnal,Refined,Reflective,Sparkling,Wintry","6,6,6,6,6,7,7,7,7,7,7,7,8",New Age,8,"Feeling Blue,Introspection,Late Night,Reflection,Romantic Evening","6,6,7,7,7","Adult Alternative,Contemporary Instrumental,Ethnic Fusion,Progressive Electronic","5,6,8,8",0.405,0.68375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0010662602.mp3
MT0010665248,Q4,David Arkenstone,Night Wind,236.0,"Delicate,Elaborate,Ethereal,Hypnotic,Lush,Sparkling,Wintry","Delicate,Dramatic,Elaborate,Elegant,Ethereal,Hypnotic,Lush,Melancholy,Nocturnal,Refined,Reflective,Sparkling,Wintry","5,6,6,6,6,7,7,7,7,7,7,7,8",New Age,8,"Feeling Blue,Introspection,Late Night,Reflection,Romantic Evening","6,6,7,7,7","Contemporary Instrumental,Ethnic Fusion,Progressive Electronic","5,5,9",0.40375,0.6725,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0010665248.mp3
MT0010670378,Q4,Count Basie,My Kind of Girl,277.0,"Amiable/Good-Natured,Carefree,Cheerful,Elegant,Intimate,Laid-Back/Mellow,Reflective,Relaxed,Romantic,Sentimental,Slick,Smooth,Sophisticated,Stylish,Swaggering,Sweet,Warm,Wistful","Amiable/Good-Natured,Carefree,Cheerful,Elegant,Intimate,Laid-Back/Mellow,Reflective,Relaxed,Romantic,Sentimental,Slick,Smooth,Sophisticated,Stylish,Swaggering,Sweet,Warm,Wistful","8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","Jazz,Pop/Rock,Vocal","7,7,8","Dinner Ambiance,In Love,Introspection,New Love,Reflection,Romantic Evening","8,8,8,8,8,8","Early Pop/Rock,Vocal Jazz,Vocal Pop","7,7,8",0.3924999999999999,0.75,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0010670378.mp3
MT0010674091,Q2,Taneli Jarva,Dance on the Graves (Lil' Siztah),267.0,"Angry,Nervous/Jittery","Angry,Belligerent,Gloomy,Lively,Nervous/Jittery,Pulsing,Strong","5,5,5,5,5,5,7","Electronic,International,Pop/Rock","5,5,7",Reflection,7,"Club/Dance,Death Metal,Heavy Metal,Speed/Thrash Metal","5,5,7,7",0.56375,0.29375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0010674091.mp3
MT0010674530,Q3,Dido,Here with Me,254.0,"Bittersweet,Calm/Peaceful,Delicate,Dreamy,Earnest,Ethereal,Gentle,Intimate,Lonely,Poignant,Precious,Reflective,Restrained,Sad,Searching,Sentimental,Soothing,Warm,Wistful,Yearning","Bittersweet,Calm/Peaceful,Delicate,Dreamy,Earnest,Ethereal,Gentle,Intimate,Lonely,Poignant,Precious,Reflective,Restrained,Sad,Searching,Sentimental,Soothing,Warm,Wistful,Yearning","3,3,4,5,5,5,5,5,5,5,6,6,6,7,7,7,7,8,8,8",Pop/Rock,8,"Awareness,Biographical,In Love,Lifecycle,Relationships,Reminiscing,World View,Yearning","5,5,5,5,5,5,5,5","Adult Alternative Pop/Rock,Alternative Pop/Rock,Alternative/Indie Rock","5,8,8",0.36625,0.1731249999999999,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0010674530.mp3
MT0010674859,Q3,Johnny Cash,I Still Miss Someone,193.0,"Autumnal,Bittersweet,Brooding,Earnest,Earthy,Gloomy,Melancholy,Plaintive,Poignant,Ramshackle,Reflective,Restrained,Sad,Sentimental,Somber,Sparse,Weary,Wistful","Autumnal,Bittersweet,Brooding,Earnest,Earthy,Gloomy,Melancholy,Plaintive,Poignant,Ramshackle,Reflective,Restrained,Sad,Sentimental,Somber,Sparse,Weary,Wistful","5,5,5,6,6,7,7,7,7,7,8,8,8,8,8,8,9,9","Country,Pop/Rock","6,7","Autumn,Breakup,Feeling Blue,Heartache,Introspection,Loss/Grief,Reflection,Regret,Reminiscing,Solitude","6,7,7,7,7,8,8,8,9,9","Country-Pop,Outlaw Country,Rock & Roll,Rockabilly,Traditional Country","5,6,6,7,8",0.31125,0.28125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0010674859.mp3
MT0010676114,Q1,Jimmy Cliff,Seven Day Weekend,156.0,"Bright,Cheerful,Exciting,Exuberant,Freewheeling,Fun,Happy,Light,Lively,Playful,Rollicking,Rousing","Bright,Cheerful,Exciting,Exuberant,Freewheeling,Fun,Happy,Light,Lively,Playful,Rollicking,Rousing","9,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Drinking,Guys Night Out,Hanging Out,Late Night,Partying,Road Trip,Summer,TGIF","9,9,9,9,9,9,9,9","Alternative/Indie Rock,College Rock,Contemporary Pop/Rock,New Wave,Punk/New Wave,Singer/Songwriter","9,9,9,9,9,9",0.61125,0.82875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0010676114.mp3
MT0010681356,Q3,Einstï¿½rzende Neubauten,Herde,84.0,"Bleak,Cerebral,Detached,Fiery,Harsh,Manic,Menacing,Ominous,Volatile","Aggressive,Bleak,Cerebral,Detached,Fiery,Harsh,Intense,Manic,Menacing,Ominous,Visceral,Volatile","5,6,6,6,6,7,7,7,8,8,9,9","Electronic,Pop/Rock","5,9","Late Night,Maverick,Solitude,The Creative Side","9,9,9,9","Alternative/Indie Rock,Dark Ambient,Experimental,Experimental Rock,Industrial","5,6,7,9,9",0.47,0.36875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0010681356.mp3
MT0010685188,Q3,Ida Cox,St. Louis Blues,204.0,"Anguished/Distraught,Greasy","Anguished/Distraught,Bravado,Dramatic,Earnest,Earthy,Greasy,Gritty,Intimate,Melancholy,Passionate,Sensual,Street-Smart,Summery,Swaggering,Warm,Weary,Yearning","3,4,5,5,5,5,5,6,6,7,7,7,8,8,9,9,9","Blues,Jazz","6,9","Girls Night Out,Hanging Out,Late Night,Summer","9,9,9,9","Blues Revival,Classic Female Blues,Early Jazz,Swing","5,6,7,9",0.47375,0.22625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0010685188.mp3
MT0010694754,Q1,Madonna,Till Death Do Us Part,316.0,"Provocative,Sexy,Urgent","Ambitious,Bright,Confident,Energetic,Lively,Melancholy,Playful,Provocative,Rousing,Sexy,Stylish,Urgent,Yearning","5,9,9,9,9,9,9,9,9,9,9,9,9","Electronic,Pop/Rock","9,9","Breakup,Club,D-I-V-O-R-C-E,Exercise/Workout,Girls Night Out,Hanging Out,Partying,Playful,Summer,TGIF","6,6,9,9,9,9,9,9,9,9","Club/Dance,Contemporary Pop/Rock,Dance-Pop","9,9,9",0.6125,0.55875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0010694754.mp3
MT0010695865,Q3,Dido,Thank You,217.0,"Cerebral,Clinical,Detached,Dreamy,Elegant,Gentle,Hypnotic,Intimate,Lonely,Nocturnal,Reflective,Restrained,Sad,Smooth,Soothing,Wintry,Yearning","Cerebral,Clinical,Detached,Dreamy,Elegant,Gentle,Hypnotic,Intimate,Lonely,Nocturnal,Reflective,Restrained,Sad,Smooth,Soothing,Wintry,Yearning","5,5,5,5,5,5,6,6,7,7,8,8,8,9,9,9,9",Pop/Rock,8,"Biographical,Comfort,Feeling Blue,In Love,Introspection,Relationships,Reminiscing,Solitude,Yearning","5,5,5,5,5,7,8,9,9","Adult Alternative Pop/Rock,Alternative/Indie Rock","8,8",0.3375,0.33125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0010695865.mp3
